,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,glazyev_sergey_yurievich_number,glazyev_sergey_yurievich_percent,malyshkin_oleg_alexandrovich_number,malyshkin_oleg_alexandrovich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,khakamada_irina_mutsuovna_number,khakamada_irina_mutsuovna_percent,kharitonov_nikolai_mikhailovich_number,kharitonov_nikolai_mikhailovich_percent,against_all_number,against_all_percent,link
0,2004-03-14,Удмуртская Республика,Алнашская ,15958,14700,0,11418,961,2321,961,11413,127,12247,353,232,102,121,2,0,0,216,1.75,233,1.88,77,0.62,10065,81.34,162,1.31,1367,11.05,127,1.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
1,2004-03-14,Удмуртская Республика,Балезинская,28163,27604,0,21234,1544,4826,1544,21233,196,22581,419,390,319,29,31,0,0,329,1.44,446,1.96,97,0.43,19319,84.82,281,1.23,1697,7.45,412,1.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
2,2004-03-14,Удмуртская Республика,Вавожская,12191,11949,0,8824,643,2482,643,8824,96,9371,193,141,71,52,7,0,0,172,1.82,280,2.96,71,0.75,7931,83.78,151,1.6,645,6.81,121,1.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
3,2004-03-14,Удмуртская Республика,Воткинская,16040,14766,0,11068,1009,2689,1009,11067,152,11924,695,626,259,69,5,0,0,382,3.16,365,3.02,82,0.68,9506,78.72,252,2.09,1061,8.79,276,2.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
4,2004-03-14,Удмуртская Республика,Воткинская городская,78550,76827,0,44037,1045,31745,1045,44031,473,44603,1380,558,461,822,44,0,0,2768,6.14,1286,2.85,380,0.84,31638,70.19,1997,4.43,5094,11.3,1440,3.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
5,2004-03-14,Удмуртская Республика,Глазовская,14661,14350,0,11288,1223,1839,1223,11288,123,12388,373,363,320,10,17,0,0,207,1.65,266,2.13,55,0.44,10622,84.9,153,1.22,875,6.99,210,1.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
6,2004-03-14,Удмуртская Республика,Глазовская городская,79905,74785,0,52392,971,21422,971,52353,673,52651,1352,1082,490,270,90,0,0,1878,3.52,1190,2.23,438,0.82,41286,77.42,1830,3.43,4712,8.84,1317,2.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
7,2004-03-14,Удмуртская Республика,Граховская,7837,7328,0,6189,688,451,688,6189,77,6800,148,88,39,60,2,0,0,128,1.86,175,2.54,53,0.77,5296,77.01,113,1.64,925,13.45,110,1.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
8,2004-03-14,Удмуртская Республика,Дебесская,10202,10000,0,7603,662,1735,662,7602,72,8192,291,243,118,48,5,0,0,148,1.79,191,2.31,58,0.7,6816,82.48,127,1.54,753,9.11,99,1.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
9,2004-03-14,Удмуртская Республика,Завьяловская,40544,37197,0,28581,1405,7211,1404,28573,548,29429,629,521,580,108,2,0,0,901,3.01,776,2.59,204,0.68,24082,80.33,770,2.57,2159,7.2,537,1.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
10,2004-03-14,Удмуртская Республика,Игринская,32160,31630,0,21689,1031,8910,1031,21686,368,22349,290,271,189,19,10,0,0,759,3.34,834,3.67,173,0.76,17552,77.26,480,2.11,2059,9.06,492,2.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
11,2004-03-14,Удмуртская Республика,"Ижевск, Индустриальная",88089,77800,0,53504,716,23580,716,53435,591,53560,1215,839,1712,376,67,0,0,2890,5.34,1293,2.39,514,0.95,39322,72.62,3365,6.21,4688,8.66,1488,2.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
12,2004-03-14,Удмуртская Республика,"Ижевск, Ленинская",90208,76562,0,52631,1283,22648,1283,52624,585,53322,995,812,922,183,196,0,0,2520,4.67,1603,2.97,466,0.86,39287,72.88,2564,4.76,5522,10.24,1360,2.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
13,2004-03-14,Удмуртская Республика,"Ижевск, Октябрьская",118437,108080,0,73394,1177,33509,1177,73307,610,73874,1675,1057,1070,618,75,0,0,4671,6.27,1552,2.08,681,0.91,52414,70.37,5598,7.52,6703,9.0,2255,3.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
14,2004-03-14,Удмуртская Республика,"Ижевск, Первомайская",101321,94170,0,60353,1328,32489,1327,60286,583,61030,1039,788,902,251,81,0,0,3543,5.75,1481,2.4,542,0.88,43926,71.29,4209,6.83,5538,8.99,1791,2.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
15,2004-03-14,Удмуртская Республика,"Ижевск, Устиновская",105100,99700,0,65778,788,33134,788,65749,511,66026,1200,833,763,367,63,0,0,4056,6.1,1716,2.58,622,0.93,47832,71.89,3787,5.69,6292,9.46,1721,2.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
16,2004-03-14,Удмуртская Республика,Камбарская,16425,15770,0,10173,780,4817,780,10170,97,10853,190,106,187,84,8,0,0,327,2.99,355,3.24,100,0.91,8249,75.33,330,3.01,1174,10.72,318,2.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
17,2004-03-14,Удмуртская Республика,Каракулинская,10096,9060,0,6840,925,1295,925,6840,105,7660,194,186,162,8,6,0,0,163,2.1,235,3.03,59,0.76,6309,81.25,126,1.62,649,8.36,119,1.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
18,2004-03-14,Удмуртская Республика,Кезская,19097,17513,0,12479,1785,3249,1785,12479,185,14079,406,376,183,30,9,0,0,241,1.69,308,2.16,104,0.73,11752,82.39,172,1.21,1296,9.09,206,1.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
19,2004-03-14,Удмуртская Республика,Кизнерская,16984,15230,0,10738,1921,2571,1920,10737,78,12579,227,175,108,52,16,0,0,175,1.38,204,1.61,68,0.54,10827,85.54,127,1.0,1047,8.27,131,1.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
20,2004-03-14,Удмуртская Республика,Киясовская,8188,7680,0,6115,745,820,745,6113,99,6759,230,184,92,46,7,0,0,108,1.57,161,2.35,47,0.69,5418,79.0,119,1.74,807,11.77,99,1.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
21,2004-03-14,Удмуртская Республика,Красногорская,9084,9630,0,6641,1063,1926,1063,6641,83,7621,340,318,110,22,10,0,0,110,1.43,148,1.92,29,0.38,6622,85.96,84,1.09,523,6.79,105,1.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
22,2004-03-14,Удмуртская Республика,Малопургинская,22928,22900,0,17145,1013,4742,1013,17142,238,17917,329,294,239,35,10,0,0,486,2.68,444,2.45,130,0.72,14673,80.82,311,1.71,1633,8.99,240,1.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
23,2004-03-14,Удмуртская Республика,Можгинская,19495,18750,0,15049,2021,1680,2021,15046,174,16893,270,269,253,1,0,0,0,280,1.64,440,2.58,106,0.62,14105,82.64,305,1.79,1380,8.09,277,1.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
24,2004-03-14,Удмуртская Республика,Можгинская городская,35681,34120,0,23486,1064,9570,1064,23475,255,24284,477,446,215,31,3,0,0,717,2.92,854,3.48,196,0.8,18396,74.97,689,2.81,2834,11.55,598,2.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
25,2004-03-14,Удмуртская Республика,Сарапульская,17305,16050,0,12244,1495,2311,1494,12243,180,13557,587,548,179,39,13,0,0,408,2.97,477,3.47,92,0.67,10761,78.34,268,1.95,1254,9.13,297,2.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
26,2004-03-14,Удмуртская Республика,Сарапульская городская,80187,74053,0,47157,1203,25693,1203,47145,496,47852,1250,500,503,750,32,0,0,2349,4.86,1709,3.53,485,1.0,33946,70.21,1624,3.36,6295,13.02,1444,2.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
27,2004-03-14,Удмуртская Республика,Селтинская ,9922,9745,0,6920,670,2155,670,6920,92,7498,243,242,47,1,7,0,0,78,1.03,208,2.74,44,0.58,6328,83.37,110,1.45,639,8.42,91,1.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
28,2004-03-14,Удмуртская Республика,Сюмсинская,11645,10800,0,7618,1023,2159,1023,7618,100,8541,200,167,34,33,0,0,0,175,2.03,212,2.45,65,0.75,6944,80.36,146,1.69,887,10.27,112,1.3,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
29,2004-03-14,Удмуртская Республика,Увинская,29457,29850,0,19923,1556,8371,1556,19917,210,21263,541,516,295,25,9,0,0,441,2.05,513,2.39,154,0.72,17576,81.85,396,1.84,1820,8.48,363,1.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
30,2004-03-14,Удмуртская Республика,Шарканская,15793,14410,0,10131,1574,2705,1574,10129,169,11534,245,239,92,6,5,0,0,157,1.34,241,2.06,91,0.78,10028,85.69,123,1.05,746,6.37,148,1.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
31,2004-03-14,Удмуртская Республика,Юкаменская,8891,8570,0,6655,712,1203,712,6655,88,7279,180,103,73,77,7,0,0,106,1.44,186,2.52,25,0.34,6224,84.48,72,0.98,571,7.75,95,1.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
32,2004-03-14,Удмуртская Республика,Якшур-Бодьинская,16002,15640,0,10814,1020,3806,1020,10812,154,11678,393,341,176,52,7,0,0,261,2.21,352,2.97,110,0.93,9453,79.89,235,1.99,1055,8.92,212,1.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
33,2004-03-14,Удмуртская Республика,Ярская,13885,13605,0,9347,1232,3026,1232,9347,160,10419,392,319,250,73,9,0,0,153,1.45,227,2.15,47,0.44,8830,83.47,170,1.61,806,7.62,186,1.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882993&vrn=1001000882950&prver=0&pronetvd=null&region=18&sub_region=18&type=0&report_mode=null
34,2004-03-14,Тверская область,Андреапольская,12283,12004,0,5920,1570,4514,1570,5920,25,7465,166,67,44,99,6,0,0,186,2.48,169,2.26,60,0.8,5128,68.46,142,1.9,1533,20.47,247,3.3,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
35,2004-03-14,Тверская область,Бежецкая,34567,33845,0,16511,3137,14197,3137,16510,72,19575,435,208,126,227,29,0,0,860,4.38,394,2.01,220,1.12,13747,69.97,305,1.55,3506,17.84,543,2.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
36,2004-03-14,Тверская область,Бельская,6474,6455,0,2773,985,2697,985,2772,11,3746,92,23,13,69,8,0,0,74,1.97,38,1.01,26,0.69,2493,66.36,65,1.73,969,25.79,81,2.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
37,2004-03-14,Тверская область,Бологовская,36062,32968,0,18076,3881,11011,3881,18073,101,21853,442,364,311,78,8,0,0,662,3.02,440,2.0,204,0.93,16497,75.14,446,2.03,3028,13.79,576,2.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
38,2004-03-14,Тверская область,Весьегонская,13179,13267,0,5217,2383,5667,2383,5217,42,7558,218,58,50,160,17,0,0,158,2.08,122,1.61,54,0.71,5570,73.29,122,1.61,1431,18.83,101,1.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
39,2004-03-14,Тверская область,Вышневолоцкая,23462,21916,0,10654,2123,9139,2123,10653,70,12706,327,112,109,215,27,0,0,354,2.77,272,2.13,102,0.8,9541,74.68,277,2.17,1830,14.32,330,2.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
40,2004-03-14,Тверская область,Вышневолоцкая городская,46044,42549,0,21293,1286,19970,1286,21286,141,22431,900,410,342,490,46,0,0,881,3.9,484,2.14,184,0.82,15675,69.44,787,3.49,3575,15.84,845,3.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
41,2004-03-14,Тверская область,Жарковская,5923,5675,0,3278,719,1678,719,3278,14,3983,110,35,23,75,3,0,0,96,2.4,54,1.35,253,6.33,2694,67.4,54,1.35,785,19.64,47,1.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
42,2004-03-14,Тверская область,Западнодвинская,15701,15819,0,6557,2784,6478,2784,6557,35,9306,389,39,37,350,11,0,0,280,3.0,180,1.93,95,1.02,6503,69.62,160,1.71,1899,20.33,189,2.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
43,2004-03-14,Тверская область,Зубцовская,14850,14974,0,7101,2463,5410,2463,7099,54,9508,264,105,80,159,14,0,0,324,3.39,222,2.32,73,0.76,6733,70.41,161,1.68,1709,17.87,286,2.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
44,2004-03-14,Тверская область,Калининская,42445,42133,0,18854,3993,19286,3993,18854,146,22701,582,216,326,366,12,0,0,709,3.1,410,1.79,123,0.54,17205,75.31,694,3.04,2908,12.73,652,2.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
45,2004-03-14,Тверская область,Калязинская,18894,17742,0,8936,2058,6748,2058,8936,46,10948,386,180,138,206,14,0,0,375,3.41,213,1.94,112,1.02,7754,70.53,249,2.26,1906,17.34,339,3.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
46,2004-03-14,Тверская область,Кашинская,24553,22764,0,12367,3744,6653,3744,12364,57,16051,405,300,236,105,13,0,0,582,3.61,389,2.41,164,1.02,11297,70.13,362,2.25,2732,16.96,525,3.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
47,2004-03-14,Тверская область,Кесовогорская,7015,6960,0,3319,1729,1912,1729,3315,22,5022,195,57,23,138,2,0,0,127,2.52,142,2.82,32,0.63,3469,68.77,67,1.33,1048,20.78,137,2.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
48,2004-03-14,Тверская область,Кимрская,12738,12749,0,5874,1842,5033,1842,5874,22,7694,216,107,88,109,14,0,0,288,3.73,158,2.05,60,0.78,5746,74.47,128,1.66,1117,14.48,197,2.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
49,2004-03-14,Тверская область,Кимрская городская,46320,46830,0,21175,774,24881,774,21170,129,21815,525,227,149,298,60,0,0,1528,6.96,347,1.58,164,0.75,14607,66.56,649,2.96,3628,16.53,892,4.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
50,2004-03-14,Тверская область,Конаковская,76694,73525,0,39127,2926,31472,2926,39107,204,41829,881,527,535,354,70,0,0,1709,4.07,691,1.64,273,0.65,31221,74.28,1128,2.68,5356,12.74,1451,3.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
51,2004-03-14,Тверская область,Краснохолмская,11610,11301,0,4812,2289,4200,2289,4812,22,7079,270,42,44,228,14,0,0,190,2.68,167,2.35,47,0.66,4806,67.68,104,1.46,1615,22.74,150,2.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
52,2004-03-14,Тверская область,Кувшиновская,14112,12761,0,6097,1567,5097,1567,6095,36,7626,325,63,63,262,18,0,0,209,2.73,147,1.92,71,0.93,5590,72.96,162,2.11,1275,16.64,172,2.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
53,2004-03-14,Тверская область,Лесная,5301,5257,0,2373,1423,1461,1423,2373,12,3784,200,87,25,113,0,0,0,93,2.45,79,2.08,28,0.74,2655,69.94,75,1.98,791,20.84,63,1.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
54,2004-03-14,Тверская область,Лихославльская,23757,23277,0,11523,2136,9618,2136,11519,62,13593,383,250,222,133,46,0,0,360,2.64,240,1.76,124,0.91,10227,74.9,299,2.19,1999,14.64,344,2.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
55,2004-03-14,Тверская область,Максатихинская,16261,16199,0,6968,2218,7013,2218,6968,25,9161,255,72,71,183,11,0,0,230,2.5,201,2.19,91,0.99,6744,73.42,169,1.84,1519,16.54,207,2.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
56,2004-03-14,Тверская область,Молоковская,5428,5308,0,2623,1327,1358,1327,2623,11,3939,220,101,36,119,9,0,0,64,1.62,72,1.82,25,0.63,2898,73.37,65,1.65,742,18.78,73,1.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
57,2004-03-14,Тверская область,Нелидовская,27822,25193,0,12919,1739,10535,1739,12915,47,14607,473,156,102,317,32,0,0,556,3.79,366,2.5,133,0.91,8979,61.27,433,2.95,3577,24.41,563,3.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
58,2004-03-14,Тверская область,Озерная поселковая,8771,8260,291,5814,147,2008,437,5806,43,6200,200,179,38,21,15,0,0,202,3.24,161,2.58,34,0.54,4832,77.4,185,2.96,478,7.66,308,4.93,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
59,2004-03-14,Тверская область,Оленинская,11352,11472,0,5928,1964,3580,1964,5928,17,7875,365,183,66,182,17,0,0,160,2.03,168,2.13,61,0.77,5526,70.02,165,2.09,1578,19.99,217,2.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
60,2004-03-14,Тверская область,Осташковская,23040,23029,0,10840,1957,10232,1957,10839,53,12743,429,239,224,190,25,0,0,426,3.33,260,2.03,122,0.95,8962,70.04,440,3.44,2099,16.4,434,3.39,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
61,2004-03-14,Тверская область,Пеновская,6477,6470,0,3381,866,2223,866,3381,33,4214,88,42,34,46,3,0,0,94,2.21,70,1.65,50,1.18,2995,70.52,113,2.66,760,17.89,132,3.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
62,2004-03-14,Тверская область,Рамешковская,11788,11470,0,5070,2245,4155,2245,5069,32,7282,280,72,84,208,8,0,0,206,2.82,160,2.19,65,0.89,5214,71.29,132,1.8,1361,18.61,144,1.97,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
63,2004-03-14,Тверская область,Ржевская,10995,10906,0,5182,2224,3500,2224,5182,18,7388,210,51,46,159,11,0,0,155,2.09,226,3.05,64,0.86,5499,74.25,102,1.38,1156,15.61,186,2.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
64,2004-03-14,Тверская область,Ржевская городская,52983,53223,0,24393,940,27890,940,24385,154,25171,451,263,285,188,35,0,0,1124,4.44,678,2.68,230,0.91,16786,66.28,716,2.83,4547,17.95,1090,4.3,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
65,2004-03-14,Тверская область,Сандовская,7143,7074,0,3866,1271,1937,1271,3865,32,5104,300,58,31,242,0,0,0,70,1.36,77,1.5,33,0.64,4067,79.19,57,1.11,726,14.14,74,1.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
66,2004-03-14,Тверская область,Селижаровская,11794,11304,0,5604,1728,3972,1728,5604,31,7301,245,163,96,82,17,0,0,159,2.17,137,1.87,71,0.97,5576,76.05,155,2.11,1043,14.23,160,2.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
67,2004-03-14,Тверская область,Солнечная поселковая,1705,1750,0,933,24,793,24,933,6,951,97,12,4,85,3,0,0,62,6.48,10,1.04,6,0.63,634,66.25,42,4.39,128,13.38,69,7.21,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
