,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,glazyev_sergey_yurievich_number,glazyev_sergey_yurievich_percent,malyshkin_oleg_alexandrovich_number,malyshkin_oleg_alexandrovich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,khakamada_irina_mutsuovna_number,khakamada_irina_mutsuovna_percent,kharitonov_nikolai_mikhailovich_number,kharitonov_nikolai_mikhailovich_percent,against_all_number,against_all_percent,link
2600,2004-03-14,Чеченская Республика,Итум-Калинская,5097,5160,1283,3567,38,272,1321,3567,1,4887,150,102,79,48,0,0,0,34,0.7,55,1.13,19,0.39,4542,92.92,78,1.6,75,1.53,84,1.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2601,2004-03-14,Чеченская Республика,Курчалоевская,42879,43260,0,41586,16,1658,16,41586,291,41311,550,149,106,401,0,0,0,316,0.76,166,0.4,162,0.39,37417,89.94,1740,4.18,1285,3.09,225,0.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2602,2004-03-14,Чеченская Республика,Надтеречная,29792,29767,0,28923,233,611,233,28923,19,29137,235,4,19,231,0,0,0,5,0.02,50,0.17,64,0.22,28755,98.62,66,0.23,172,0.59,25,0.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2603,2004-03-14,Чеченская Республика,Наурская,29479,28634,0,27144,1217,273,1217,27144,284,28077,260,52,45,208,0,0,0,201,0.71,123,0.43,96,0.34,25434,89.68,1267,4.47,753,2.66,203,0.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2604,2004-03-14,Чеченская Республика,Ножай-Юртовская,24089,23700,678,22408,435,179,1113,22404,40,23477,450,12,4,438,6,0,0,47,0.2,21,0.09,48,0.2,23036,97.95,193,0.82,92,0.39,40,0.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2605,2004-03-14,Чеченская Республика,Сунженская,14174,13950,0,13778,0,172,0,13778,423,13355,100,0,0,100,0,0,0,72,0.52,16,0.12,25,0.18,12634,91.7,437,3.17,131,0.95,40,0.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2606,2004-03-14,Чеченская Республика,Урус-Мартановская,53735,52150,0,49011,1178,1961,1178,49011,592,49597,145,9,2,136,0,0,0,23,0.05,210,0.42,143,0.28,46410,92.47,1267,2.52,1190,2.37,354,0.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2607,2004-03-14,Чеченская Республика,Шалинская,47162,43519,0,42244,226,1049,226,42244,69,42401,368,1,0,367,0,0,0,1023,2.41,270,0.64,189,0.45,36603,86.19,2415,5.69,1363,3.21,538,1.27,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2608,2004-03-14,Чеченская Республика,Шаройская,1362,1380,0,1285,0,95,0,1285,12,1273,80,0,0,80,0,0,0,15,1.17,4,0.31,8,0.62,1074,83.58,74,5.76,19,1.48,79,6.15,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2609,2004-03-14,Чеченская Республика,Шатойская,9659,9459,0,8897,312,250,312,8897,125,9084,276,247,79,29,4,0,0,99,1.08,71,0.77,48,0.52,7918,85.98,497,5.4,333,3.62,118,1.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2610,2004-03-14,Чеченская Республика,Шелковская,21979,20800,0,19943,3,854,3,19943,364,19582,360,150,141,210,0,0,0,198,0.99,162,0.81,122,0.61,16834,84.4,922,4.62,1097,5.5,247,1.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2611,2004-03-14,Чеченская Республика,"г. Грозный, Заводская",26310,25700,0,24522,1,1177,1,24522,46,24477,200,3,2,197,0,0,0,63,0.26,32,0.13,49,0.2,23846,97.24,254,1.04,169,0.69,64,0.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2612,2004-03-14,Чеченская Республика,"г. Грозный, Ленинская",22368,20942,0,19907,478,557,478,19907,88,20297,467,262,112,205,3,0,0,420,2.06,216,1.06,119,0.58,17645,86.56,839,4.12,719,3.53,339,1.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2613,2004-03-14,Чеченская Республика,"г. Грозный, Октябрьская",40184,40021,0,36726,734,2561,734,36726,25,37435,350,12,0,338,0,0,0,175,0.47,66,0.18,112,0.3,35744,95.42,729,1.95,419,1.12,190,0.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2614,2004-03-14,Чеченская Республика,"г. Грозный, Старопромысловская",31188,31089,0,26479,111,4499,111,26479,0,26590,200,25,0,175,0,0,0,0,0.0,0,0.0,229,0.86,24688,92.85,0,0.0,789,2.97,884,3.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883024&vrn=1001000882950&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2615,2004-03-14,Корякский автономный округ,Карагинская,4430,4437,9,2627,90,1711,99,2627,37,2689,128,35,10,93,2,0,0,80,2.93,41,1.5,39,1.43,2254,82.69,93,3.41,156,5.72,26,0.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883000&vrn=1001000882950&prver=0&pronetvd=null&region=82&sub_region=82&type=0&report_mode=null
2616,2004-03-14,Корякский автономный округ,Олюторская,5020,4635,201,3430,170,834,371,3430,52,3749,127,38,30,89,3,0,0,86,2.26,81,2.13,28,0.74,3207,84.37,101,2.66,193,5.08,53,1.39,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883000&vrn=1001000882950&prver=0&pronetvd=null&region=82&sub_region=82&type=0&report_mode=null
2617,2004-03-14,Корякский автономный округ,Пенжинская,2013,2000,74,1472,36,418,110,1472,19,1563,80,8,2,72,0,0,0,21,1.33,17,1.07,3,0.19,1414,89.38,32,2.02,63,3.98,13,0.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883000&vrn=1001000882950&prver=0&pronetvd=null&region=82&sub_region=82&type=0&report_mode=null
2618,2004-03-14,Корякский автономный округ,Тигильская,6769,6500,20,4726,251,1503,271,4721,79,4913,160,53,44,107,0,0,0,123,2.46,79,1.58,34,0.68,4175,83.63,202,4.05,229,4.59,71,1.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883000&vrn=1001000882950&prver=0&pronetvd=null&region=82&sub_region=82&type=0&report_mode=null
2619,2004-03-14,Свердловская область,Алапаевская,30333,30600,0,15415,1648,13537,1648,15415,211,16852,600,91,108,509,0,0,0,267,1.56,391,2.29,145,0.85,13634,79.9,334,1.96,1830,10.72,251,1.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2620,2004-03-14,Свердловская область,Алапаевская городская,39119,38968,0,20227,1271,17470,1271,20194,353,21112,747,242,191,505,3,0,0,583,2.72,622,2.9,170,0.79,15754,73.39,625,2.91,2877,13.4,481,2.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2621,2004-03-14,Свердловская область,Арамильская городская,12573,12300,0,6492,212,5596,211,6491,144,6558,250,40,40,210,0,0,0,184,2.75,132,1.97,40,0.6,5509,82.2,235,3.51,332,4.95,126,1.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2622,2004-03-14,Свердловская область,Артемовская,51083,46461,28,22303,2970,21160,2998,22299,283,25014,603,151,125,452,0,0,0,726,2.87,604,2.39,200,0.79,17871,70.64,1255,4.96,3323,13.14,1035,4.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2623,2004-03-14,Свердловская область,Артинская,25155,25193,0,15643,956,8593,956,15643,299,16300,500,123,77,377,0,1,0,300,1.81,296,1.78,126,0.76,13187,79.44,221,1.33,1989,11.98,181,1.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2624,2004-03-14,Свердловская область,Асбестовская городская,63512,63386,0,32191,1148,30047,1148,32189,237,33100,1200,184,123,1016,0,0,0,1408,4.22,862,2.59,266,0.8,24734,74.19,1638,4.91,3174,9.52,1018,3.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2625,2004-03-14,Свердловская область,Ачитская ,14470,14600,187,8673,772,4968,959,8672,139,9492,294,124,72,170,6,0,0,192,1.99,180,1.87,51,0.53,7942,82.46,139,1.44,866,8.99,122,1.27,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2626,2004-03-14,Свердловская область,Байкаловская            ,14357,14400,0,7226,1029,6145,1029,7226,67,8188,299,29,14,270,1,0,0,201,2.43,228,2.76,46,0.56,6224,75.4,119,1.44,1290,15.63,80,0.97,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2627,2004-03-14,Свердловская область,Белоярская,24354,23800,0,13370,1630,8800,1630,13370,192,14808,500,126,182,374,0,0,0,291,1.94,353,2.35,104,0.69,12620,84.13,271,1.81,918,6.12,251,1.67,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2628,2004-03-14,Свердловская область,Березовская городская,47291,42266,0,26782,2192,13292,2192,26779,365,28606,825,303,246,522,2,0,0,1041,3.59,668,2.31,206,0.71,22816,78.75,1445,4.99,1757,6.06,673,2.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2629,2004-03-14,Свердловская область,Бисертская поселковая,8296,8200,0,3989,419,3792,419,3989,65,4343,199,36,29,163,1,0,0,140,3.18,112,2.54,23,0.52,3264,74.05,138,3.13,578,13.11,88,2.0,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2630,2004-03-14,Свердловская область,Богдановичская,39163,39050,0,20856,1169,17024,1169,20850,231,21788,695,164,129,531,5,1,0,518,2.35,497,2.26,102,0.46,17800,80.84,501,2.28,2047,9.3,323,1.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2631,2004-03-14,Свердловская область,Верхнедубровская поселковая,3716,3800,0,2284,81,1435,81,2284,26,2339,98,23,21,75,2,0,0,43,1.82,42,1.78,9,0.38,2024,85.58,75,3.17,107,4.52,39,1.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2632,2004-03-14,Свердловская область,Верх-Нейвинская поселковая,3996,3999,0,2131,155,1713,154,2130,40,2244,90,12,22,78,2,0,0,84,3.68,41,1.8,10,0.44,1759,77.01,87,3.81,186,8.14,77,3.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2633,2004-03-14,Свердловская область,Верхнепышминская городская,53253,47466,0,29202,1089,17175,1089,29200,258,30031,780,376,184,404,4,0,0,1019,3.36,688,2.27,160,0.53,23720,78.31,1602,5.29,1906,6.29,936,3.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2634,2004-03-14,Свердловская область,Верхнесалдинская,42737,38757,3,24102,655,13997,655,24090,274,24471,847,99,81,748,3,0,0,899,3.63,563,2.28,184,0.74,19243,77.77,974,3.94,1836,7.42,772,3.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2635,2004-03-14,Свердловская область,Верхнетагильская городская,12042,10808,0,6654,355,3799,355,6654,64,6945,249,30,32,219,1,0,0,246,3.51,133,1.9,43,0.61,5628,80.3,297,4.24,457,6.52,141,2.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2636,2004-03-14,Свердловская область,Верхнетуринская городская  ,8527,8580,0,4442,251,3887,251,4442,53,4640,200,19,21,181,0,0,0,121,2.58,108,2.3,24,0.51,3771,80.35,117,2.49,404,8.61,95,2.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2637,2004-03-14,Свердловская область,Верхотурская ,12828,12400,0,6067,898,5435,898,6067,72,6893,290,65,44,225,3,0,0,168,2.41,159,2.28,52,0.75,5757,82.66,132,1.9,518,7.44,107,1.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2638,2004-03-14,Свердловская область,Волчанская городская,8922,8798,0,6067,246,2485,246,6067,90,6223,200,27,9,173,0,0,0,113,1.79,103,1.63,42,0.67,5121,81.12,113,1.79,604,9.57,127,2.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2639,2004-03-14,Свердловская область,Гаринская,3694,3700,0,2490,349,861,349,2469,24,2794,149,21,22,128,1,0,0,51,1.81,52,1.85,12,0.43,2345,83.22,59,2.09,214,7.59,61,2.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2640,2004-03-14,Свердловская область,Дегтярская городская ,12669,12502,0,6769,256,5477,256,6762,150,6868,248,60,63,188,2,0,0,248,3.53,198,2.82,50,0.71,5194,74.01,225,3.21,813,11.58,140,1.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2641,2004-03-14,Свердловская область,"Екатеринбург, Верх-Исетская",152277,138555,0,82059,3090,53406,3090,81997,628,84459,1645,1028,1427,617,7,0,0,4035,4.74,1248,1.47,518,0.61,61745,72.57,8863,10.42,4955,5.82,3095,3.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2642,2004-03-14,Свердловская область,"Екатеринбург, Железнодорожная",115618,102400,0,59880,1414,41104,1414,59842,540,60716,2325,908,1141,1417,1,2,0,2627,4.29,985,1.61,436,0.71,45805,74.78,5160,8.42,3860,6.3,1843,3.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2643,2004-03-14,Свердловская область,"Екатеринбург, Кировская",162912,164050,0,89230,1768,73052,1768,89190,436,90522,2985,1284,1050,1701,13,0,0,4355,4.79,1314,1.44,570,0.63,65889,72.44,10071,11.07,5195,5.71,3128,3.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2644,2004-03-14,Свердловская область,"Екатеринбург, Ленинская",127515,123240,0,70303,1604,51333,1604,70251,518,71337,2060,1000,983,1060,3,0,0,3589,4.99,958,1.33,468,0.65,51995,72.36,7976,11.1,3850,5.36,2501,3.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2645,2004-03-14,Свердловская область,"Екатеринбург, Октябрьская",112373,101600,0,62656,1449,37495,1449,62510,560,63399,1480,850,722,630,2,0,0,3103,4.85,937,1.47,410,0.64,47071,73.6,6140,9.6,3582,5.6,2156,3.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2646,2004-03-14,Свердловская область,"Екатеринбург, Орджоникидзевская",209843,208051,0,104553,1514,101984,1514,104440,759,105195,2920,997,763,1923,8,0,0,4819,4.55,1734,1.64,691,0.65,78422,74.02,8962,8.46,7595,7.17,2972,2.8,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2647,2004-03-14,Свердловская область,"Екатеринбург, Чкаловская",184733,171280,0,93264,2862,75154,2862,93218,860,95220,2180,1384,856,796,38,0,0,3843,4.0,1669,1.74,589,0.61,73716,76.72,7286,7.58,5382,5.6,2735,2.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2648,2004-03-14,Свердловская область,Заречная городская ,23839,23000,0,14049,501,8450,501,14048,115,14434,499,112,109,387,1,0,0,609,4.19,267,1.84,88,0.6,10985,75.5,1149,7.9,827,5.68,509,3.5,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2649,2004-03-14,Свердловская область,Ивдельская,16164,15994,42,9010,673,6269,715,9003,112,9606,275,58,20,217,10,0,0,234,2.41,263,2.71,71,0.73,7968,81.99,228,2.35,618,6.36,224,2.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2650,2004-03-14,Свердловская область,Ирбитская,23985,22056,0,12768,2083,7205,2083,12768,117,14734,500,108,94,392,0,0,0,251,1.69,347,2.34,85,0.57,12124,81.64,251,1.69,1416,9.53,260,1.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2651,2004-03-14,Свердловская область,Ирбитская городская,35464,35300,0,17352,1283,16665,1283,17351,178,18456,684,315,228,369,16,0,0,609,3.27,499,2.68,99,0.53,14643,78.58,573,3.08,1636,8.78,397,2.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2652,2004-03-14,Свердловская область,Каменская,22477,20205,0,11234,2007,6964,2007,11234,179,13062,500,82,120,418,0,0,0,246,1.86,327,2.47,104,0.79,10476,79.12,447,3.38,1192,9.0,270,2.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2653,2004-03-14,Свердловская область,Каменск-Уральская городская,148822,138040,0,81549,2525,53965,2525,81528,930,83123,2991,811,611,2180,9,1,0,2917,3.47,2020,2.4,607,0.72,61103,72.7,4890,5.82,8803,10.47,2783,3.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2654,2004-03-14,Свердловская область,Камышловская,21763,21000,0,12550,1607,6843,1607,12550,119,14038,448,78,136,370,2,0,0,241,1.7,278,1.96,60,0.42,11864,83.8,280,1.98,1033,7.3,282,1.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2655,2004-03-14,Свердловская область,Камышловская городская,23117,22450,0,11451,569,10430,569,11450,110,11909,446,127,74,319,4,0,0,382,3.18,265,2.2,86,0.72,8846,73.6,474,3.94,1567,13.04,289,2.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2656,2004-03-14,Свердловская область,Карпинская городская,25963,23400,0,13133,936,9331,936,13133,135,13934,490,64,86,426,10,0,0,457,3.25,322,2.29,104,0.74,11064,78.64,504,3.58,1093,7.77,390,2.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2657,2004-03-14,Свердловская область,Качканарская городская,36651,37000,0,23051,749,13200,749,23037,214,23572,700,230,98,470,0,0,0,1018,4.28,890,3.74,173,0.73,17821,74.92,1022,4.3,1783,7.5,865,3.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2658,2004-03-14,Свердловская область,Кировградская городская,25624,22600,0,14071,813,7716,813,14064,235,14642,485,93,80,392,0,0,0,448,3.01,357,2.4,89,0.6,11828,79.51,473,3.18,1045,7.02,402,2.7,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2659,2004-03-14,Свердловская область,Краснотурьинская городская,53937,47500,0,31510,1160,14829,1160,31502,309,32353,956,180,139,776,24,1,0,1038,3.18,711,2.18,203,0.62,26240,80.34,1349,4.13,1760,5.39,1052,3.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2660,2004-03-14,Свердловская область,Красноуральская городская,24018,21416,0,14540,488,6388,488,14537,190,14835,496,80,44,416,4,0,0,541,3.6,673,4.48,136,0.91,10656,70.92,613,4.08,1587,10.56,629,4.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2661,2004-03-14,Свердловская область,Красноуфимская,23133,23225,0,14052,1204,7969,1204,14052,238,15018,448,130,115,318,2,0,0,373,2.44,353,2.31,121,0.79,11870,77.81,303,1.99,1852,12.14,146,0.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2662,2004-03-14,Свердловская область,Красноуфимская городская,34079,33850,0,18863,906,14081,906,18862,211,19557,650,218,78,432,0,0,0,744,3.76,454,2.3,103,0.52,15301,77.4,716,3.62,1897,9.6,342,1.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2663,2004-03-14,Свердловская область,Кушвинская городская,40334,35230,0,23101,889,11240,889,23097,291,23695,750,289,223,461,0,0,0,714,2.98,595,2.48,131,0.55,18696,77.95,687,2.86,2127,8.87,745,3.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2664,2004-03-14,Свердловская область,Лесная городская,46614,46777,0,31710,810,14257,810,31659,340,32129,834,280,67,554,16,0,0,1020,3.14,1249,3.85,239,0.74,26003,80.09,1261,3.88,1573,4.84,784,2.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2665,2004-03-14,Свердловская область,Малышевская поселковая,10245,9285,0,5119,243,3923,243,5119,53,5309,246,40,30,206,4,0,0,306,5.71,138,2.57,52,0.97,4010,74.79,193,3.6,503,9.38,107,2.0,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
2666,2004-03-14,Свердловская область,Невьянская,35884,32363,0,18779,1089,12495,1089,18776,271,19594,700,159,226,541,0,0,0,667,3.36,526,2.65,128,0.64,15242,76.73,570,2.87,1943,9.78,518,2.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883236&vrn=1001000882950&prver=0&pronetvd=null&region=66&sub_region=66&type=0&report_mode=null
