,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,number_absentee_ballots_lost,number_absentee_ballots_not_taken,bogdanov_andrey_vladimirovich_number,bogdanov_andrey_vladimirovich_percent,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,medvedev_dmitry_anatolyevich_number,medvedev_dmitry_anatolyevich_percent,link
214,"
02.03.2008
",Самарская область,Безенчукская,30551,30370,0,19311,2561,8498,2561,19280,283,21558,1133,1082,362,51,16,0,0,0,0,212,0.97,2698,12.35,5350,24.5,13298,60.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
215,"
02.03.2008
",Самарская область,Богатовская,12056,12000,0,9763,1412,825,1412,9763,67,11108,491,405,213,86,9,0,0,0,0,70,0.63,910,8.14,1310,11.72,8818,78.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
216,"
02.03.2008
",Самарская область,Большеглушицкая,14462,14657,0,10358,1742,2557,1742,10357,104,11995,446,446,86,0,3,0,0,0,0,124,1.02,1385,11.45,2438,20.15,8048,66.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
217,"
02.03.2008
",Самарская область,Большечерниговская,14650,13977,0,9400,848,3729,848,9400,86,10162,195,124,67,71,4,0,0,0,0,77,0.75,956,9.33,2625,25.61,6504,63.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
218,"
02.03.2008
",Самарская область,Борская,16768,18600,0,12159,2013,4428,2013,12159,122,14050,782,724,165,58,17,0,0,0,0,144,1.02,1224,8.64,2950,20.82,9732,68.67,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
219,"
02.03.2008
",Самарская область,Волжская,58545,56000,0,33061,2572,20367,2572,33030,414,35188,683,418,500,265,17,0,0,0,0,362,1.02,4444,12.48,6191,17.39,24191,67.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
220,"
02.03.2008
",Самарская область,Елховская,7381,7000,0,5647,578,775,578,5647,50,6175,180,57,38,123,0,0,0,0,0,40,0.64,516,8.29,1227,19.71,4392,70.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
221,"
02.03.2008
",Самарская область,Жигулевская городская,48042,46975,0,24947,3452,18576,3452,24943,316,28079,479,422,311,57,20,0,0,0,0,386,1.36,3222,11.35,7860,27.68,16611,58.5,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
222,"
02.03.2008
",Самарская область,Исаклинская,10448,11000,0,8891,1308,801,1308,8891,147,10052,679,678,103,1,21,0,0,0,0,73,0.72,795,7.79,1424,13.96,7760,76.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
223,"
02.03.2008
",Самарская область,Камышлинская,8415,8500,0,6241,690,1569,690,6241,100,6831,200,118,51,82,0,0,0,0,0,51,0.74,278,4.01,2336,33.7,4166,60.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
224,"
02.03.2008
",Самарская область,Кинель-Черкасская,36250,36400,0,23079,3606,9715,3606,23079,287,26398,938,640,285,298,10,0,0,0,0,257,0.96,2923,10.95,5295,19.84,17923,67.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
225,"
02.03.2008
",Самарская область,Кинельская,22936,20230,0,14524,2176,3530,2176,14521,201,16496,591,511,204,80,4,0,0,0,0,180,1.08,1821,10.91,3836,22.97,10659,63.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
226,"
02.03.2008
",Самарская область,Кинельская городская,35131,35800,0,21698,2707,11395,2707,21688,290,24105,760,526,406,234,10,0,0,0,0,319,1.31,2866,11.75,5678,23.28,15242,62.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
227,"
02.03.2008
",Самарская область,Клявлинская,12074,12000,0,9450,1752,798,1752,9450,201,11001,395,253,83,142,5,0,0,0,0,79,0.71,787,7.03,1730,15.44,8405,75.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
228,"
02.03.2008
",Самарская область,Кошкинская,16215,16050,0,11046,1694,3310,1694,11046,113,12627,277,195,119,82,4,0,0,0,0,81,0.64,1136,8.92,3023,23.73,8387,65.83,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
229,"
02.03.2008
",Самарская область,Красноармейская,13158,13500,0,9780,1121,2599,1121,9780,128,10773,498,450,148,48,2,0,0,0,0,86,0.79,950,8.71,1858,17.04,7879,72.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
230,"
02.03.2008
",Самарская область,Красноярская,39784,37232,0,24952,2881,9399,2881,24952,241,27592,874,615,435,259,5,0,0,0,0,213,0.77,2734,9.82,5034,18.09,19611,70.46,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
231,"
02.03.2008
",Самарская область,Нефтегорская,24980,25400,0,17153,1830,6417,1829,17149,326,18652,750,743,303,7,150,0,0,0,0,254,1.34,2039,10.74,3736,19.69,12623,66.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
232,"
02.03.2008
",Самарская область,Новокуйбышевская городская,91252,73100,0,46427,5310,21363,5310,46411,711,51010,1300,805,697,495,86,0,0,0,0,913,1.77,7154,13.83,13678,26.45,29265,56.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
233,"
02.03.2008
",Самарская область,Октябрьская городская,19288,17000,0,11103,2624,3273,2624,11099,108,13615,486,386,277,100,14,0,0,0,0,146,1.06,1518,11.06,3175,23.14,8776,63.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
234,"
02.03.2008
",Самарская область,Отрадная городская,34173,35300,0,23046,1643,10611,1643,23031,303,24371,962,588,474,374,38,0,0,0,0,317,1.28,3207,12.99,6035,24.46,14812,60.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
235,"
02.03.2008
",Самарская область,Пестравская,13819,13960,0,10709,1137,2114,1137,10708,127,11718,396,230,87,166,4,0,0,0,0,65,0.55,995,8.4,1631,13.77,9027,76.21,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
236,"
02.03.2008
",Самарская область,Похвистневская,21910,22720,0,17537,2030,3153,2030,17534,229,19335,1422,1405,324,17,15,0,0,0,0,144,0.74,1690,8.64,3677,18.79,13824,70.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
237,"
02.03.2008
",Самарская область,Похвистневская городская,20938,21800,0,13452,1564,6784,1564,13433,182,14815,958,733,247,225,12,0,0,0,0,205,1.37,1713,11.42,3561,23.74,9336,62.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
238,"
02.03.2008
",Самарская область,Приволжская,16335,16500,0,11907,1346,3247,1346,11907,109,13144,489,481,105,8,11,0,0,0,0,131,0.99,1452,10.96,2413,18.21,9148,69.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
239,"
02.03.2008
",Самарская область,"Самара, Железнодорожная",85590,72800,0,43981,2887,25932,2887,43978,509,46356,1113,771,876,342,23,0,0,0,0,581,1.24,3600,7.68,8465,18.06,33710,71.93,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
240,"
02.03.2008
",Самарская область,"Самара, Кировская",191907,188950,0,94884,5082,88984,5082,94871,998,98955,2472,1765,1603,707,28,0,0,0,0,1253,1.25,9699,9.7,24261,24.27,63742,63.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
241,"
02.03.2008
",Самарская область,"Самара, Красноглинская",69331,64000,0,31489,2971,29539,2971,31484,411,34044,1035,737,663,298,30,1,0,0,0,451,1.31,3917,11.37,9330,27.08,20346,59.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
242,"
02.03.2008
",Самарская область,"Самара, Куйбышевская",58342,56700,0,28385,2736,25579,2736,28380,320,30796,1125,934,714,191,25,0,0,0,0,374,1.2,4244,13.64,6778,21.78,19400,62.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
243,"
02.03.2008
",Самарская область,"Самара, Ленинская",55438,54600,0,28868,1250,24482,1250,28846,664,29432,994,644,495,350,6,0,0,0,0,519,1.72,2971,9.87,6977,23.18,18965,63.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
244,"
02.03.2008
",Самарская область,"Самара, Октябрьская",94942,85500,0,47106,2430,35964,2430,47085,860,48655,1438,950,894,488,22,0,0,0,0,833,1.68,4984,10.07,11867,23.97,30971,62.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
245,"
02.03.2008
",Самарская область,"Самара, Промышленная",213881,190000,0,111703,7592,70705,7592,111669,1320,117941,2820,1876,1451,944,11,0,0,0,0,1586,1.33,12304,10.32,27593,23.14,76458,64.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
246,"
02.03.2008
",Самарская область,"Самара, Самарская",26253,24600,0,12354,952,11294,952,12351,238,13065,400,285,1261,115,3,0,0,0,0,259,1.95,1575,11.84,2745,20.63,8486,63.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
247,"
02.03.2008
",Самарская область,"Самара, Советская",138015,123450,0,64899,3520,55031,3520,64880,918,67482,1990,1264,1767,726,81,0,0,0,0,999,1.46,7486,10.94,16392,23.96,42605,62.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
248,"
02.03.2008
",Самарская область,Сергиевская,35100,35000,0,25667,3189,6144,3189,25559,334,28414,1087,985,479,102,13,0,0,0,0,277,0.96,3040,10.57,5847,20.34,19250,66.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
249,"
02.03.2008
",Самарская область,Ставропольская,39010,37690,0,25274,1854,10562,1854,25272,219,26907,495,305,285,190,5,0,0,0,0,261,0.96,3010,11.1,4866,17.94,18770,69.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
250,"
02.03.2008
",Самарская область,Сызранская,18416,19500,0,12002,2216,5282,2216,12002,115,14103,498,442,216,56,2,0,0,0,0,120,0.84,1463,10.29,2997,21.08,9523,66.98,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
251,"
02.03.2008
",Самарская область,Сызранская городская,138871,141550,0,81181,6391,53978,6391,81114,906,86599,2476,2021,2082,455,15,0,0,0,0,1174,1.34,9397,10.74,21686,24.78,54342,62.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
252,"
02.03.2008
",Самарская область,"Тольятти, Автозаводская",345741,335072,0,160275,2744,172053,2744,159840,2074,160510,2845,1731,1171,1114,33,0,0,0,0,2705,1.66,19836,12.2,38773,23.85,99196,61.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
253,"
02.03.2008
",Самарская область,"Тольятти, Комсомольская",96169,88700,0,45661,1820,41219,1820,45614,601,46833,1150,737,543,413,8,0,0,0,0,668,1.41,5725,12.07,12866,27.12,27574,58.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
254,"
02.03.2008
",Самарская область,"Тольятти, Центральная",121356,98812,0,53678,2155,42979,2155,53624,773,55006,1380,905,653,475,27,0,0,0,0,927,1.66,6658,11.94,14438,25.88,32983,59.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
255,"
02.03.2008
",Самарская область,Хворостянская,10790,10500,0,8834,1478,188,1478,8834,210,10102,498,465,82,33,2,0,0,0,0,63,0.61,716,6.94,1164,11.29,8159,79.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
256,"
02.03.2008
",Самарская область,Чапаевская городская,58071,49550,0,24652,1754,23144,1754,24651,311,26094,950,610,360,340,11,0,0,0,0,307,1.16,3793,14.36,6064,22.97,15930,60.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
257,"
02.03.2008
",Самарская область,Челно-Вершинская,14415,14000,0,11491,932,1577,932,11487,276,12143,379,197,87,182,21,0,0,0,0,81,0.65,666,5.36,2395,19.28,9001,72.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
258,"
02.03.2008
",Самарская область,Шенталинская,12931,13000,0,10968,1628,404,1628,10966,236,12358,445,309,108,136,18,0,0,0,0,76,0.6,576,4.57,1600,12.7,10106,80.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
259,"
02.03.2008
",Самарская область,Шигонская,17316,18000,0,12208,2129,3663,2129,12208,109,14228,496,481,188,15,4,0,0,0,0,127,0.89,1275,8.89,2879,20.08,9947,69.38,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
260,"
02.03.2008
",Ставропольский край,Александровская,35349,37000,0,20528,3882,12590,3882,20528,201,24209,247,244,97,3,3,0,0,0,0,199,0.82,2461,10.08,6146,25.18,15403,63.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249988&vrn=100100022176412&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
261,"
02.03.2008
",Ставропольский край,Андроповская,23930,23000,0,13954,2420,6626,2420,13954,186,16188,247,229,84,18,3,0,0,0,0,156,0.95,1729,10.56,4786,29.23,9517,58.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249988&vrn=100100022176412&prver=0&pronetvd=null&region=26&sub_region=26&type=0&report_mode=null
